	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
cf1170.632724	0.828973	0.972632	1.030822	0.826789	0.863795	0.952187	0.817665	0.877286	0.878914	0.941554	0.773142	0.879454	0.932068	0.866283	0.734432	0.989885	0.779271	0.909533	0.542689	0.832694	0.86465	0.773475	0.83686	0.888359	0.696015	0.465913	0.821276	0.925886	0.716018	0.593867	0.558774	0.386409	0.71498	0.979206	0.963896	0.884433	0.471181	0.83753	0.722522	0.0	0.896571	0.844666	0.496893	0.819497	0.86314	0.718971	0.489139	0.59006	0.899311	0.757556	0.599573	0.84889	0.849545	1.360781	0.50483	0.834079	0.931596	0.8749	0.649274	1.011197
FL.3.32a.3.281781	0.608412	0.846679	0.885021	0.591188	0.583014	0.809484	0.521382	0.664209	0.642353	0.670059	0.628241	0.638395	0.994153	0.700138	0.596875	1.064798	0.901224	0.976334	0.691818	0.601589	0.529705	0.705336	0.604823	0.464018	0.574204	0.85094	0.612575	0.654817	0.896453	0.816652	0.919455	0.792974	0.796575	0.803445	0.749037	0.613418	0.829782	0.413215	0.667717	0.896571	0.0	0.614431	0.812408	0.453004	0.718239	0.985182	0.865508	0.829189	0.683558	0.626753	0.86682	0.687905	0.526626	0.986342	0.803315	0.533522	0.610745	0.730873	0.603859	0.948618
M11Nstl.140810	0.648809	0.78795	0.867792	0.542651	0.435721	0.784607	0.495723	0.56721	0.491518	0.729548	0.569576	0.699882	0.951392	0.561113	0.50483	1.022037	0.879757	0.933573	0.587031	0.599824	0.544988	0.538769	0.56895	0.623347	0.667175	0.799035	0.511228	0.463772	0.834538	0.754697	0.86755	0.741069	0.629292	0.795856	0.444228	0.417057	0.777877	0.527684	0.50533	0.844666	0.614431	0.0	0.750453	0.488165	0.667136	0.935563	0.813603	0.776008	0.650099	0.575542	0.784149	0.507736	0.600333	1.095419	0.75141	0.510193	0.4726	0.552578	0.533442	0.890945
21.ill.mucosa.WT.676371	0.820226	0.969371	1.027561	0.752676	0.769582	0.948926	0.733502	0.813109	0.875653	0.927929	0.769881	0.876193	0.973261	0.688124	0.634215	1.033158	0.793996	0.970176	0.440488	0.823947	0.790537	0.742996	0.762747	0.814246	0.801848	0.571824	0.812529	0.841723	0.697365	0.520478	0.604643	0.472814	0.648923	0.905093	0.889783	0.81032	0.531164	0.773353	0.827441	0.496893	0.812408	0.750453	0.0	0.745384	0.859879	0.743236	0.55403	0.651607	0.825198	0.754295	0.632116	0.774777	0.775432	1.286668	0.437161	0.759966	0.857483	0.871639	0.528473	1.032108
Calh5.385340	0.398344	0.764497	0.802839	0.547802	0.580714	0.744052	0.520358	0.441799	0.518751	0.658631	0.584855	0.630177	0.926223	0.678404	0.577005	0.996868	0.833294	0.908404	0.583244	0.482973	0.482905	0.622926	0.568035	0.596648	0.613872	0.773866	0.576333	0.602213	0.823951	0.749628	0.842381	0.7159	0.666987	0.742183	0.607971	0.47859	0.752708	0.328793	0.469463	0.819497	0.453004	0.488165	0.745384	0.0	0.674853	0.910394	0.788434	0.760889	0.640172	0.532293	0.802082	0.607899	0.525516	1.101642	0.726241	0.501536	0.502027	0.581151	0.557601	0.880688
CU3258.141544	0.618203	0.76208	0.834852	0.458395	0.583011	0.714851	0.512997	0.77184	0.607594	0.744126	0.41227	0.622734	0.958436	0.707029	0.65086	1.029081	0.889087	0.940617	0.781249	0.690764	0.497908	0.668379	0.476288	0.603657	0.688023	0.817509	0.503246	0.72289	0.83071	0.793271	0.894404	0.759543	0.825204	0.815656	0.828456	0.629025	0.796351	0.604832	0.6622	0.86314	0.718239	0.667136	0.859879	0.674853	0.0	0.960131	0.832077	0.856978	0.396335	0.55992	0.821599	0.663018	0.496503	1.124111	0.849116	0.494849	0.648532	0.671804	0.672096	0.845991
50.col.lumen.TG.676359	0.81504	0.857067	0.915257	0.92378	0.952406	0.836622	0.83753	0.972755	0.967525	0.848701	0.870133	0.888691	0.637483	0.963274	0.849721	0.688174	0.607834	0.665308	0.668096	0.808825	0.953261	0.84108	0.856725	0.973286	0.725128	0.431446	0.909887	1.014497	0.594497	0.526166	0.577479	0.604664	0.726195	1.076197	1.052507	0.973044	0.561144	0.926141	0.793671	0.718971	0.985182	0.935563	0.743236	0.910394	0.960131	0.0	0.400186	0.495861	0.996302	0.842483	0.57387	0.933817	0.946536	1.457772	0.686479	0.93107	1.020207	0.845619	0.810131	0.823116
fut2negative.day56.70.Regular.1004900	0.737422	0.799865	0.858055	0.795726	0.832732	0.77942	0.786602	0.850795	0.847851	0.789515	0.742079	0.760637	0.691615	0.83522	0.703369	0.755006	0.551906	0.644394	0.542772	0.731207	0.833587	0.741994	0.805797	0.857296	0.607526	0.269766	0.790213	0.894823	0.553115	0.331768	0.445611	0.404242	0.684767	0.948143	0.932833	0.85337	0.397354	0.806467	0.716053	0.489139	0.865508	0.813603	0.55403	0.788434	0.832077	0.400186	0.0	0.367763	0.868248	0.726493	0.417068	0.817827	0.818482	1.329718	0.603855	0.803016	0.900533	0.783349	0.651287	0.771968
cf1126.633182	0.753943	0.824766	0.882956	0.820627	0.791437	0.804321	0.793073	0.825008	0.816606	0.75827	0.76698	0.785538	0.707168	0.825439	0.72137	0.776161	0.602219	0.612755	0.557373	0.703662	0.810324	0.676593	0.822318	0.873817	0.588239	0.314655	0.763944	0.857228	0.602666	0.332919	0.439454	0.539127	0.639024	0.973044	0.905288	0.830107	0.545149	0.778922	0.644042	0.59006	0.829189	0.776008	0.651607	0.760889	0.856978	0.495861	0.367763	0.0	0.893149	0.743014	0.454437	0.834348	0.843383	1.354619	0.687272	0.827917	0.869288	0.760086	0.68039	0.814987
6b3f4f4e221ccf8bbfc57e52791ed288	0.632972	0.818993	0.891765	0.41943	0.555588	0.760452	0.49596	0.747095	0.693605	0.754017	0.453267	0.679647	0.994607	0.679606	0.623437	1.065252	0.925258	0.976788	0.746568	0.721449	0.431339	0.711808	0.327307	0.567636	0.715536	0.85368	0.541189	0.679551	0.855553	0.829442	0.930575	0.795714	0.861375	0.776805	0.793775	0.536564	0.832522	0.596845	0.698371	0.899311	0.683558	0.650099	0.825198	0.640172	0.396335	0.996302	0.868248	0.893149	0.0	0.613377	0.865028	0.635595	0.45028	1.092518	0.814435	0.455884	0.590283	0.713615	0.637415	0.859506
42265f3f55dd9c4c9b4feaee53b1f4fc	0.504017	0.649116	0.715602	0.519159	0.592287	0.634799	0.510243	0.624494	0.544216	0.658556	0.37579	0.55633	0.85971	0.645911	0.57099	0.930355	0.788075	0.841891	0.660861	0.521636	0.553046	0.588287	0.537752	0.491315	0.620931	0.711925	0.521264	0.64077	0.742856	0.687687	0.776756	0.653959	0.703976	0.742352	0.709718	0.583461	0.690767	0.510428	0.51789	0.757556	0.626753	0.575542	0.754295	0.532293	0.55992	0.842483	0.726493	0.743014	0.613377	0.0	0.719471	0.566764	0.563611	1.063281	0.731468	0.542447	0.629178	0.561182	0.566512	0.785011
mf2188.633126	0.734202	0.788225	0.846415	0.784086	0.745188	0.772398	0.766074	0.875985	0.836211	0.786295	0.730439	0.748997	0.689059	0.61349	0.627127	0.791898	0.518934	0.633272	0.686702	0.742569	0.823109	0.576918	0.798775	0.851314	0.577266	0.471974	0.778573	0.873133	0.514775	0.303356	0.496553	0.565466	0.556065	0.966877	0.951567	0.85015	0.508902	0.803247	0.712643	0.599573	0.86682	0.784149	0.632116	0.802082	0.821599	0.57387	0.417068	0.454437	0.865028	0.719471	0.0	0.752533	0.815262	1.318078	0.722793	0.791376	0.897313	0.776327	0.660579	0.803186
9f400082bffeb4494d4497ef084ffe94	0.645203	0.805512	0.885354	0.532927	0.468779	0.792057	0.529509	0.714822	0.66786	0.778478	0.555072	0.705902	0.95333	0.547377	0.51707	1.023975	0.881695	0.935511	0.679387	0.690064	0.580654	0.598495	0.548834	0.588419	0.641155	0.803259	0.54528	0.655924	0.830534	0.779021	0.86809	0.745293	0.785814	0.809248	0.760418	0.601779	0.778403	0.609896	0.657992	0.84889	0.687905	0.507736	0.774777	0.607899	0.663018	0.933817	0.817827	0.834348	0.635595	0.566764	0.752533	0.0	0.568731	1.108811	0.75195	0.501097	0.648942	0.684562	0.602618	0.863161
B26.737560	0.562526	0.727127	0.780051	0.37131	0.520404	0.68823	0.372488	0.697329	0.581701	0.677701	0.445787	0.531579	0.944841	0.62984	0.542065	1.015486	0.858986	0.927022	0.696802	0.632749	0.442357	0.662042	0.457377	0.502154	0.615028	0.803914	0.506005	0.657489	0.828903	0.779676	0.880809	0.745948	0.811609	0.727039	0.744009	0.55575	0.782756	0.459343	0.648605	0.849545	0.526626	0.600333	0.775432	0.525516	0.496503	0.946536	0.818482	0.843383	0.45028	0.563611	0.815262	0.568731	0.0	1.042752	0.764669	0.336672	0.517653	0.683493	0.587649	0.855972
75f78e4c6e0dc6e4a62f570c1bc9a339	1.136292	1.264281	1.342783	0.989238	1.088724	1.226532	1.016626	1.208565	1.177097	1.251719	1.016599	1.154255	1.456077	1.14264	1.078161	1.526722	1.386728	1.438258	1.208038	1.182919	1.053373	1.181114	1.054019	0.868566	1.216976	1.31515	1.070085	1.143015	1.346081	1.290912	1.392045	1.257184	1.322845	1.208595	1.234045	1.116376	1.293992	1.093375	1.161505	1.360781	0.986342	1.095419	1.286668	1.101642	1.124111	1.457772	1.329718	1.354619	1.092518	1.063281	1.318078	1.108811	1.042752	0.0	1.275905	1.011136	1.150627	1.194773	1.098885	1.379092
b76ecf3dd46fcab94418c68c6fcd8ada	0.759027	0.958608	1.016798	0.741913	0.770539	0.938163	0.655663	0.793966	0.85651	0.908786	0.759118	0.86543	0.965656	0.781407	0.653602	1.020421	0.807947	0.954963	0.431509	0.762748	0.771394	0.793217	0.674858	0.791419	0.777005	0.612451	0.793386	0.83263	0.667452	0.640731	0.5182	0.484561	0.733826	0.89433	0.87064	0.791177	0.485939	0.75421	0.766242	0.50483	0.803315	0.75141	0.437161	0.726241	0.849116	0.686479	0.603855	0.687272	0.814435	0.731468	0.722793	0.75195	0.764669	1.275905	0.0	0.749203	0.83834	0.795092	0.562112	1.021345
920cce1ef960ffc7343eb5628636a37e	0.544134	0.713009	0.773003	0.275282	0.355552	0.697156	0.354402	0.681863	0.581781	0.691791	0.389921	0.539077	0.929375	0.55509	0.501339	1.00002	0.844706	0.911556	0.681336	0.640897	0.427685	0.612896	0.439691	0.48521	0.60606	0.788448	0.238105	0.614257	0.819379	0.76421	0.865343	0.730482	0.796143	0.711573	0.728543	0.543472	0.76729	0.453243	0.634803	0.834079	0.533522	0.510193	0.759966	0.501536	0.494849	0.93107	0.803016	0.827917	0.455884	0.542447	0.791376	0.501097	0.336672	1.011136	0.749203	0.0	0.542265	0.670167	0.572183	0.85239
bb08145b2a3724c42967dc2dbdab5c3b	0.623023	0.790214	0.796132	0.523677	0.603443	0.698237	0.508339	0.626476	0.364918	0.706264	0.58644	0.53798	1.031464	0.726473	0.635874	1.102109	0.944509	1.013645	0.668617	0.645684	0.473254	0.647435	0.535698	0.610815	0.656811	0.885965	0.603202	0.621762	0.891612	0.861727	0.95448	0.827999	0.7268	0.834914	0.616276	0.383691	0.864807	0.48175	0.567972	0.931596	0.610745	0.4726	0.857483	0.502027	0.648532	1.020207	0.900533	0.869288	0.590283	0.629178	0.897313	0.648942	0.517653	1.150627	0.83834	0.542265	0.0	0.574532	0.6697	0.906197
ME10May08EB1R1.486639	0.522081	0.738538	0.81131	0.662877	0.680223	0.671915	0.600461	0.637428	0.534706	0.660174	0.574252	0.641826	0.916566	0.773631	0.69871	0.987211	0.844931	0.898747	0.696681	0.507488	0.595618	0.634483	0.57946	0.691591	0.621199	0.768781	0.6092	0.655476	0.774428	0.744543	0.82648	0.771303	0.692472	0.863866	0.687304	0.490877	0.747623	0.588432	0.469088	0.8749	0.730873	0.552578	0.871639	0.581151	0.671804	0.845619	0.783349	0.760086	0.713615	0.561182	0.776327	0.684562	0.683493	1.194773	0.795092	0.670167	0.574532	0.0	0.683856	0.816583
4d366f8db0835339ed3c686415599480	0.632443	0.781588	0.839778	0.564893	0.545679	0.761143	0.527659	0.625326	0.68787	0.740146	0.582098	0.68841	0.860336	0.507705	0.367706	0.930981	0.785991	0.842517	0.508497	0.636164	0.602754	0.640823	0.576892	0.626463	0.699499	0.636719	0.624746	0.635436	0.72685	0.582331	0.727866	0.545677	0.613894	0.71731	0.702	0.622537	0.599023	0.58557	0.639658	0.649274	0.603859	0.533442	0.528473	0.557601	0.672096	0.810131	0.651287	0.68039	0.637415	0.566512	0.660579	0.602618	0.587649	1.098885	0.562112	0.572183	0.6697	0.683856	0.0	0.852137
WT07L.478428	0.763764	0.565831	0.638603	0.8451	0.90093	0.732658	0.838262	0.966133	0.886353	0.703437	0.762395	0.810011	0.585309	0.950746	0.868013	0.617706	0.61048	0.578202	0.953478	0.821389	0.827131	0.875942	0.801627	0.884838	0.80127	0.775518	0.839587	0.919711	0.733309	0.7676	0.885053	0.9076	0.973261	1.041425	1.035259	0.859832	0.878326	0.857265	0.812449	1.011197	0.948618	0.890945	1.032108	0.880688	0.845991	0.823116	0.771968	0.814987	0.859506	0.785011	0.803186	0.863161	0.855972	1.379092	1.021345	0.85239	0.906197	0.816583	0.852137	0.0
