Chafron_OTU	GreenGenes_13_5
otu_b65934	269608
otu_b6594	353896
otu_b6595	228479
otu_b65950	3586588
otu_b65957	4356361
otu_b65958	798250
otu_b65961	754778
otu_b65966	2890201
otu_b65981	1118978
otu_b65995	4303453
otu_b660	252995
otu_b6600	347732
otu_b66016	370301
otu_b66027	269386
otu_b66033	99057
otu_b66035	4296905
otu_b66036	269360
otu_b6608	260448
otu_b6610	190320
otu_b66108	565274
otu_b6611	3563643
otu_b6612	187153
otu_b66121	513175
otu_b66123	4412542
otu_b66128	272171
otu_b6615	194529
otu_b66153	74219
otu_b66179	261405
otu_b6618	307425
otu_b66192	268940
otu_b662	1013213
otu_b6620	345461
otu_b66216	164430
otu_b6622	320468
otu_b66224	358670
otu_b6624	4388430
otu_b66244	649530
otu_b66245	220970
otu_b66246	142257
otu_b66261	268764
otu_b6627	353850
otu_b66275	268730
otu_b66277	553653
otu_b66279	217865
otu_b6629	46595
otu_b66298	139279
otu_b6633	849723
otu_b6634	369182
otu_b66347	160102
otu_b6635	3521180
otu_b66357	48811
otu_b66361	268530
otu_b66366	268506
otu_b6638	245324
otu_b6640	154439
otu_b6641	82365
otu_b66434	329286
otu_b66447	683853
otu_b66501	118246
otu_b66507	920852
otu_b66510	514247
otu_b66512	536986
otu_b66531	1135469
otu_b6655	2686191
otu_b66551	123788
otu_b66557	838016
otu_b66563	4108811
otu_b66565	1134145
otu_b66575	4459355
otu_b66604	212698
otu_b66622	730906
otu_b6664	3281329
otu_b66647	1132887
otu_b66652	41749
otu_b6666	302309
otu_b66682	513221
otu_b6669	150172
otu_b6670	814065
otu_b66707	264229
otu_b66749	5583
otu_b6675	267605
otu_b66788	4410599
otu_b6681	169428
otu_b6682	123001
otu_b6683	145480
otu_b66838	227133
otu_b6685	1111342
otu_b66860	449855
otu_b66864	3588390
otu_b66878	1112553
otu_b669	359809
otu_b66938	282872
otu_b67002	920852
otu_b6701	324708
otu_b67022	266584
otu_b6703	558264
otu_b67031	590426
otu_b67046	547360
otu_b6706	4378014
otu_b67077	52163
otu_b671	554483
otu_b6710	353729
otu_b6712	7821
otu_b67134	99836
otu_b6715	228778
otu_b67153	40554
otu_b67165	174644
otu_b67181	2606046
otu_b67197	12048
otu_b67198	238051
otu_b67207	213679
otu_b6721	561970
otu_b67219	809506
otu_b67227	265907
otu_b67236	4423848
otu_b67244	82365
otu_b67253	837467
otu_b67265	265805
otu_b67285	4418002
otu_b67296	197537
otu_b6730	184570
otu_b67300	562694
otu_b67316	419765
otu_b67324	265614
otu_b67360	265381
otu_b6737	324273
otu_b6739	263385
otu_b67392	13180
otu_b67402	105332
otu_b67409	181432
otu_b67416	838016
otu_b6742	222831
otu_b67459	165928
otu_b6746	152221
otu_b67474	261428
otu_b6748	327837
otu_b675	212698
otu_b6752	344654
otu_b6753	167373
otu_b67546	4380971
otu_b67556	245648
otu_b6756	212698
otu_b67568	264949
otu_b67574	4343561
otu_b67580	644798
otu_b6760	195871
otu_b6765	1811927
otu_b67655	245601
otu_b67664	47512
otu_b677	1125242
otu_b67702	4343485
otu_b6771	32231
otu_b67715	88067
otu_b6773	4466383
otu_b67747	2189140
otu_b67796	207999
otu_b67835	264187
otu_b67837	3275744
otu_b67867	358670
otu_b67872	1120180
otu_b67874	238208
otu_b6792	4337902
otu_b67960	12048
otu_b67977	536893
otu_b67985	697681
otu_b680	221771
otu_b6800	105501
otu_b6805	338270
otu_b6806	348130
otu_b6807	792011
otu_b68072	29714
otu_b68102	263398
otu_b68137	615735
otu_b6817	341912
otu_b68175	144265
otu_b6819	4362942
otu_b68191	451696
otu_b68198	537373
otu_b6820	182157
otu_b68209	263082
otu_b68211	632140
otu_b68221	246497
otu_b68231	157046
otu_b68257	106843
otu_b6826	4431592
otu_b68267	679077
otu_b6827	3621189
otu_b68273	247804
otu_b6830	4424415
otu_b68305	1105388
otu_b6836	8097
otu_b6837	277200
otu_b68373	3076501
otu_b6840	334555
otu_b68403	368203
otu_b68408	1725261
otu_b68433	262433
otu_b6845	228972
otu_b68454	7184
otu_b68472	920852
otu_b68473	4336055
otu_b68495	971011
otu_b68534	4308645
otu_b6855	321384
otu_b68563	560505
otu_b6857	305656
otu_b68572	1136249
otu_b68578	261991
otu_b68593	4311314
otu_b6861	155884
otu_b68632	4475784
otu_b68634	1114878
otu_b6866	297635
otu_b6867	4093636
otu_b68672	4339417
otu_b687	542475
otu_b68708	748483
otu_b6871	303444
otu_b6872	333024
otu_b68756	4465803
otu_b68769	91023
otu_b688	674696
otu_b6881	437105
otu_b68816	185410
otu_b68821	109798
otu_b68840	12048
otu_b68862	237735
otu_b689	1117992
otu_b68930	543962
otu_b6894	279524
otu_b68957	118269
otu_b6899	219034
otu_b69036	103406
otu_b6915	306558
otu_b69179	75585
otu_b6920	358757
otu_b69220	85407
otu_b69267	255261
otu_b6927	430194
otu_b69284	128054
otu_b69300	96894
otu_b69302	310003
otu_b69316	4057605
otu_b6934	334328
otu_b69341	4381529
otu_b69343	259765
otu_b6935	2092174
otu_b6937	2170756
otu_b69425	259544
otu_b69456	251387
otu_b6949	27711
otu_b69497	4368216
otu_b69498	4327555
otu_b69599	259033
otu_b6962	295128
otu_b69622	143986
otu_b6964	2072645
otu_b69686	1110274
otu_b697	3841245
otu_b69700	151131
otu_b69744	920852
otu_b6976	10660
otu_b69789	4394859
otu_b6979	71078
otu_b69807	248238
otu_b6982	272188
otu_b6983	4449054
otu_b69876	834463
otu_b69899	1500418
otu_b699	888623
otu_b69905	4447476
otu_b69949	235791
otu_b6995	228778
otu_b69976	4308591
otu_b69980	246965
otu_b7	387095
otu_b70	37061
otu_b7000	353339
otu_b70003	1110821
otu_b70017	129798
otu_b7003	302312
otu_b70031	139530
otu_b70041	1138326
otu_b70044	4376443
otu_b70055	152432
otu_b70067	2578357
otu_b70068	241971
otu_b7007	365717
otu_b7008	354236
otu_b7010	806938
otu_b70101	210870
otu_b70102	189042
otu_b70111	247027
otu_b70117	152581
otu_b70121	777771
otu_b70132	169006
otu_b70154	358670
otu_b70164	587214
otu_b7018	347267
otu_b70184	4325377
otu_b7020	212698
otu_b70207	3437276
otu_b7021	232380
otu_b70216	834138
otu_b7022	71214
otu_b70226	4356361
otu_b70235	261198
otu_b7026	70057
otu_b70278	254138
otu_b70279	226552
otu_b7029	1825542
otu_b70291	247542
otu_b70298	238250
otu_b7030	349536
otu_b70308	324985
otu_b70319	2214196
otu_b7033	268151
otu_b70344	2816368
otu_b70388	275605
otu_b70407	4384058
otu_b70411	257261
otu_b70422	1638797
otu_b70430	4306488
otu_b7045	305073
otu_b70476	2414346
otu_b70483	310746
otu_b70495	257008
otu_b70508	202759
otu_b70511	1113290
otu_b70513	159126
otu_b70545	246965
otu_b70548	106505
otu_b70559	73591
otu_b70565	104052
otu_b70571	129342
otu_b70584	13763
otu_b70592	98939
otu_b70594	4385485
otu_b70614	106316
otu_b70619	5438
otu_b70627	101445
otu_b70642	2489887
otu_b7067	244336
otu_b7069	220970
otu_b70706	256803
otu_b7072	104272
otu_b7073	656386
otu_b70730	798621
otu_b70746	187075
otu_b70751	158001
otu_b70755	844663
otu_b70774	256685
otu_b70788	211037
otu_b70814	168212
otu_b70827	644798
otu_b70842	3735939
otu_b7085	276133
otu_b70851	806407
otu_b70860	256536
otu_b709	149938
otu_b7090	939811
otu_b70928	240331
otu_b70935	217702
otu_b70939	1135364
otu_b70981	818956
otu_b70984	513602
otu_b70985	159797
otu_b7099	310033
otu_b7102	17447
otu_b7103	266046
otu_b71045	8523
otu_b71052	23200
otu_b71056	152432
otu_b71065	567282
otu_b7107	195798
otu_b71122	309489
otu_b71159	147086
otu_b71165	565524
otu_b71233	1135424
otu_b71246	246739
otu_b71248	231908
otu_b71268	4420696
otu_b71270	212341
otu_b71271	809272
otu_b7129	4480557
otu_b71295	3196210
otu_b71298	4304638
otu_b71301	808818
otu_b7131	4475220
otu_b71327	829038
otu_b71346	223139
otu_b71355	1111579
otu_b71365	4304638
otu_b71369	4316205
otu_b71375	1109646
otu_b7139	353162
otu_b71391	183571
otu_b71401	4345543
otu_b71410	239787
otu_b71423	1113457
otu_b71428	255530
otu_b71438	226062
otu_b71464	242467
otu_b7147	353149
otu_b71478	1138397
otu_b7148	192372
otu_b7149	112154
otu_b71520	693329
otu_b71540	833390
otu_b71551	589597
otu_b7156	359314
otu_b71562	2937207
otu_b71576	105974
otu_b71597	2636819
otu_b71605	164443
otu_b71636	99436
otu_b71642	10413
otu_b7167	558858
otu_b7173	509433
otu_b71731	236881
otu_b71746	102693
otu_b7175	550156
otu_b71762	254961
otu_b71773	1124365
otu_b71778	254938
otu_b71787	236786
otu_b71788	8897
otu_b718	365056
otu_b71800	1128359
otu_b71838	224648
otu_b71847	4450360
otu_b71851	228795
otu_b71855	4475220
otu_b71867	309790
otu_b71869	214682
otu_b71880	1140477
otu_b71888	71872
otu_b7189	185636
otu_b7190	9252
otu_b71921	103733
otu_b71926	823187
otu_b71944	254670
otu_b7195	105501
otu_b71952	170405
otu_b71992	816280
otu_b71996	1126359
otu_b72	242577
otu_b7200	1684221
otu_b72010	225556
otu_b72011	2785329
otu_b72020	2470914
otu_b72021	243124
otu_b7206	27711
otu_b72061	241048
otu_b72063	250312
otu_b72074	254476
otu_b721	387095
otu_b72107	4480595
otu_b7211	4342851
otu_b72112	3581175
otu_b7212	4355719
otu_b72132	1136234
otu_b7214	273960
otu_b72196	4369700
otu_b72203	1126251
otu_b72210	137183
otu_b72215	151163
otu_b72220	254226
otu_b72247	174644
otu_b72249	1111006
otu_b7225	3786156
otu_b72268	142346
otu_b72269	210052
otu_b72294	254098
otu_b72299	254401
otu_b723	1921136
otu_b72305	253212
otu_b72317	1124779
otu_b7232	1104963
otu_b72326	233587
otu_b72339	1125832
otu_b72350	777771
otu_b72355	233586
otu_b7236	168456
otu_b72378	228778
otu_b72381	253948
otu_b72399	72449
otu_b72404	851938
otu_b7241	102017
otu_b72433	100737
otu_b72445	800050
otu_b72486	582391
otu_b7250	983990
otu_b72500	4323871
otu_b7252	3903651
otu_b7253	581514
otu_b72566	4443285
otu_b72579	170935
otu_b72585	240331
otu_b72590	102894
otu_b72593	221379
otu_b72613	2579229
otu_b72632	790312
otu_b72637	850218
otu_b7264	352992
otu_b72645	157052
otu_b7265	287657
otu_b72654	4392747
otu_b72657	90701
otu_b72663	40546
otu_b72669	216497
otu_b7268	195421
otu_b72684	1584967
otu_b7269	350502
otu_b72696	62986
otu_b72704	4295656
otu_b7272	168071
otu_b72749	812149
otu_b72762	253283
otu_b72763	4497
otu_b7278	124341
otu_b72780	1048864
otu_b72784	4432154
otu_b72788	1135458
otu_b72789	818213
otu_b72792	177797
otu_b72799	9117
otu_b7282	334705
otu_b72848	92573
otu_b72906	227011
otu_b7293	109978
otu_b72953	4307247
otu_b7296	322987
otu_b72974	462764
otu_b72985	3903651
otu_b7299	205848
otu_b7301	123001
otu_b7302	244041
otu_b7303	164623
otu_b73054	193279
otu_b73056	823091
otu_b73061	233817
otu_b73075	745479
otu_b73077	1130824
otu_b73084	571160
otu_b73085	569946
otu_b73091	851932
otu_b73092	171768
otu_b7310	569951
otu_b73106	219248
otu_b73111	224494
otu_b7313	105804
otu_b73143	840376
otu_b73153	4350499
otu_b73174	1124852
otu_b73185	4389637
otu_b73198	252562
otu_b7320	644094
otu_b73220	164352
otu_b7323	352902
otu_b73232	538512
otu_b7324	137107
otu_b73241	163441
otu_b73242	789726
otu_b73259	605483
otu_b7327	4300690
otu_b73280	101202
otu_b73301	2012324
otu_b73314	252345
otu_b73324	686219
otu_b73328	4296699
otu_b7333	159126
otu_b73335	152350
otu_b73349	694869
otu_b73366	4321742
otu_b73393	4431592
otu_b73403	212662
otu_b73410	248016
otu_b7344	305172
otu_b7345	303714
otu_b73454	582970
otu_b73469	234358
otu_b73484	4395040
otu_b73487	4323566
otu_b7349	324708
otu_b73493	833390
otu_b73494	4353093
otu_b735	4442130
otu_b7350	338048
otu_b7351	4457438
otu_b73525	251983
otu_b73531	4374329
otu_b73539	218246
otu_b73574	1086036
otu_b73582	140235
otu_b73610	4434204
otu_b7364	136633
otu_b7365	298190
otu_b73673	29474
otu_b7368	833575
otu_b73684	104788
otu_b7369	352840
otu_b73708	236907
otu_b7373	4427546
otu_b7378	831386
otu_b73790	237153
otu_b73840	4428060
otu_b73859	4408439
otu_b73861	4319465
otu_b73870	191980
otu_b73871	842284
otu_b73876	1112552
otu_b73891	720949
otu_b739	386899
otu_b73900	236907
otu_b73914	4305296
otu_b7392	260414
otu_b7393	4346541
otu_b73930	1125832
otu_b73935	2855257
otu_b73960	226377
otu_b73991	360547
otu_b7400	48579
otu_b74008	251173
otu_b74028	1113820
otu_b74074	154439
otu_b74108	552264
otu_b74114	4378477
otu_b74129	539915
otu_b7413	309489
otu_b74133	4430953
otu_b74143	244154
otu_b7416	352777
otu_b74169	4366204
otu_b7417	4388430
otu_b7418	301677
otu_b74189	4331183
otu_b7421	822602
otu_b74213	245163
otu_b74238	811424
otu_b7424	4442627
otu_b74268	510316
otu_b74292	250674
otu_b74298	2066103
otu_b74313	1137031
otu_b74335	137399
otu_b74352	151176
otu_b74370	1606937
otu_b7438	301149
otu_b74380	4411367
otu_b74390	566216
otu_b744	349263
otu_b74420	34533
otu_b7443	27711
otu_b7446	349854
otu_b74474	341674
otu_b7451	1136366
otu_b74527	218650
otu_b7460	338052
otu_b74605	557161
otu_b74669	242302
otu_b7468	123001
otu_b7476	348804
otu_b74760	1104509
otu_b74762	249819
otu_b74765	249816
otu_b74792	529762
otu_b74832	564487
otu_b7485	331326
otu_b7486	840027
otu_b74867	1113626
otu_b74877	567564
otu_b7489	352691
otu_b749	815911
otu_b74902	970138
otu_b74924	575419
otu_b74935	4011113
otu_b7495	4174105
otu_b7497	1896700
otu_b74981	922183
otu_b75	151807
otu_b750	368348
otu_b75030	4381529
otu_b75042	1121144
otu_b75051	1113626
otu_b75064	249280
otu_b75069	102017
otu_b75073	249265
otu_b7512	216279
otu_b7513	295504
otu_b75153	249138
otu_b75178	4297695
otu_b75185	1799482
otu_b75198	748483
otu_b75216	249034
otu_b75217	259097
otu_b7522	99331
otu_b75249	248972
otu_b7526	3974035
otu_b75260	524724
otu_b7533	352632
otu_b75369	4304638
otu_b754	364120
otu_b75400	3319380
otu_b75402	4057605
otu_b75433	40401
otu_b7549	123001
otu_b75490	248567
otu_b75491	957360
otu_b75501	1122787
otu_b75514	859313
otu_b75538	14583
otu_b7557	317751
otu_b75573	248406
otu_b75574	651643
otu_b75615	150160
otu_b75630	4474674
otu_b75692	4319263
otu_b75701	239869
otu_b75724	248112
otu_b75762	234269
otu_b7577	276172
otu_b75794	640341
otu_b7580	814675
otu_b75816	4400789
otu_b75823	225788
otu_b75870	817176
otu_b75887	152747
otu_b7589	331589
otu_b75922	4363202
otu_b76	2358923
otu_b76028	213922
otu_b76039	212686
otu_b76055	4408874
otu_b76066	108491
otu_b76073	4344207
otu_b7608	1684221
otu_b761	105511
otu_b76120	249311
otu_b76146	74559
otu_b7617	109535
otu_b76178	223139
otu_b7618	834138
otu_b76216	69212
otu_b76229	4327184
otu_b76246	828667
otu_b7629	352507
otu_b7630	1136217
otu_b76313	548453
otu_b7636	260448
otu_b7637	352497
otu_b76397	246930
otu_b76419	1640195
otu_b76424	246881
otu_b76463	232114
otu_b7647	350741
otu_b76478	4339351
otu_b7653	334619
otu_b76573	246608
otu_b76632	85407
otu_b76635	71612
otu_b76657	513426
otu_b7666	307666
otu_b76671	1121134
otu_b76674	246449
otu_b7668	319220
otu_b76684	4398142
otu_b76693	3866487
otu_b767	1146180
otu_b7673	214450
otu_b7676	289754
otu_b7677	276834
otu_b7679	352445
otu_b76811	166637
otu_b76815	4348098
otu_b7684	27711
otu_b7685	324708
otu_b7691	123001
otu_b7692	352427
otu_b76942	222011
otu_b76945	821460
otu_b77	336703
otu_b77009	218456
otu_b77023	4062895
otu_b77034	514707
otu_b7707	293333
otu_b7709	820764
otu_b77100	1843701
otu_b7711	4322321
otu_b7714	789725
otu_b77141	16057
otu_b77143	685832
otu_b77144	10952
otu_b7718	352392
otu_b77200	581821
otu_b7722	123001
otu_b77258	518686
otu_b7726	535603
otu_b7728	236736
otu_b7729	302309
otu_b77290	245348
otu_b77304	221609
otu_b7734	350910
otu_b7736	105804
otu_b77373	245203
otu_b77390	4364412
otu_b7740	291906
otu_b77420	4394922
otu_b7747	303204
otu_b77474	43917
otu_b7748	351287
otu_b77493	1145751
otu_b7750	161101
otu_b77500	4298530
otu_b77514	239159
otu_b7753	571777
otu_b77642	3271868
otu_b77647	562868
otu_b77649	536363
otu_b7765	191780
otu_b77664	244657
otu_b77683	153687
otu_b77689	536754
otu_b7770	848615
otu_b77708	244571
otu_b77726	216128
otu_b77744	150404
otu_b77749	239951
otu_b778	845085
otu_b77801	242467
otu_b77806	864021
otu_b77809	920852
otu_b77837	112208
otu_b77845	167531
otu_b77888	775532
otu_b77916	244196
otu_b77928	241368
otu_b77949	1108479
otu_b77958	255186
otu_b77998	1115975
otu_b7805	1133002
otu_b78063	2812241
otu_b78066	243934
otu_b7808	593980
otu_b78110	584375
otu_b7816	844750
otu_b7817	47677
otu_b782	4415153
otu_b7820	229905
otu_b78223	243648
otu_b78234	1003326
otu_b78238	791566
otu_b7824	307638
otu_b78264	610455
otu_b7827	3645268
otu_b783	4442130
otu_b78304	79436
otu_b7831	680006
otu_b7832	352252
otu_b78353	284293
otu_b7837	4473154
otu_b7840	352244
otu_b7841	316464
otu_b78413	1118221
otu_b78422	243306
otu_b78447	2480553
otu_b78457	102693
otu_b78492	512378
otu_b78493	809275
otu_b785	196652
otu_b78507	1808
otu_b78527	4407228
otu_b78546	130382
otu_b78574	983648
otu_b7859	814500
otu_b786	50968
otu_b7860	123001
otu_b78607	221299
otu_b78609	4431178
otu_b78617	4440404
otu_b7863	249375
otu_b78630	93366
otu_b7867	319509
otu_b78684	138026
otu_b7871	99436
otu_b7876	4327197
otu_b78768	1111586
otu_b7879	339914
otu_b78793	1106006
otu_b788	38200
otu_b78820	114687
otu_b7885	234269
otu_b7892	484357
otu_b78959	536557
otu_b78993	1719
otu_b79	368717
otu_b79065	106242
otu_b79086	4483076
otu_b79092	157514
otu_b79113	205811
otu_b79130	651436
otu_b79140	4456753
otu_b79164	4342972
otu_b792	2160415
otu_b79212	4452118
otu_b7922	336338
otu_b79235	111086
otu_b79260	169737
otu_b7927	270968
otu_b7929	275960
otu_b793	150175
otu_b7932	1730876
otu_b79380	539336
otu_b794	368218
otu_b7941	1144747
otu_b79525	4449390
otu_b79536	241315
otu_b79546	4364243
otu_b7958	123001
otu_b79582	594293
otu_b79658	103395
otu_b7966	294067
otu_b79671	241071
otu_b7969	192058
otu_b7972	4358723
otu_b79746	4326075
otu_b79767	240894
otu_b798	727056
otu_b7983	4316060
otu_b79865	213804
otu_b7987	325483
otu_b7988	314042
otu_b7996	835741
otu_b7997	614504
otu_b79985	330210
otu_b8	368134
otu_b80	1636835
otu_b80010	1921813
otu_b80013	272871
otu_b80026	241078
otu_b8003	269875
otu_b80052	4384058
otu_b80074	310746
otu_b8009	339229
otu_b8010	270595
otu_b8012	155884
otu_b80161	741726
otu_b80194	2641600
otu_b802	151309
otu_b80221	4384058
otu_b8030	169515
otu_b80331	569669
otu_b80340	2358923
otu_b80423	239708
otu_b8043	259910
otu_b8046	296188
otu_b8049	2917808
otu_b8053	358757
otu_b8057	2110315
otu_b80572	239437
otu_b8060	269913
otu_b8062	4365499
otu_b8066	519836
otu_b80675	211212
otu_b80694	816590
otu_b8076	305545
otu_b80771	920852
otu_b80779	1989888
otu_b80789	193480
otu_b80818	145419
otu_b80862	165994
otu_b80864	4420559
otu_b8089	351898
otu_b8090	1138433
otu_b80920	1144585
otu_b80923	564411
otu_b8095	4424327
otu_b81	1712416
otu_b81049	4386675
otu_b81062	238570
otu_b81077	4469781
otu_b8108	351875
otu_b8109	347218
otu_b811	275296
otu_b8113	292315
otu_b81139	137635
otu_b81156	238412
otu_b8119	4471661
otu_b8121	173945
otu_b81281	6258
otu_b81290	137107
otu_b81311	349263
otu_b8132	347267
otu_b81346	1042351
otu_b8136	138158
otu_b81364	237992
otu_b81381	1980966
otu_b81428	842559
otu_b8144	4333237
otu_b8148	116529
otu_b8149	264343
otu_b8150	823202
otu_b81517	1059557
otu_b81533	4325003
otu_b8156	240290
otu_b81614	237572
otu_b8165	346289
otu_b8166	123001
otu_b8169	4278525
otu_b81703	1113229
otu_b81730	838180
otu_b81739	125125
otu_b81788	557235
otu_b8179	215214
otu_b81814	237249
otu_b8184	583051
otu_b81881	346738
otu_b819	324143
otu_b81932	240141
otu_b8195	68458
otu_b8198	2693226
otu_b8201	351743
otu_b82010	90530
otu_b82014	219818
otu_b8202	620319
otu_b82051	1110256
otu_b8207	561221
otu_b82152	607212
otu_b82195	99122
otu_b82219	227663
otu_b8222	4358602
otu_b8225	4449456
otu_b82253	4387187
otu_b82278	236377
otu_b82360	1108652
otu_b8238	27711
otu_b8239	4386631
otu_b8242	4346675
otu_b82438	157579
otu_b82465	4460507
otu_b8247	535603
otu_b82508	668105
otu_b82550	4479064
otu_b8260	236991
otu_b8261	614504
otu_b82629	235698
otu_b8265	101936
otu_b82695	4471706
otu_b827	317451
otu_b82732	4314734
otu_b82754	107529
otu_b82757	3490230
otu_b82761	179922
otu_b82792	235424
otu_b82795	171996
otu_b8280	276172
otu_b82818	155658
otu_b8283	351898
otu_b82832	261265
otu_b82841	673712
otu_b82852	564911
otu_b82861	240331
otu_b82883	209935
otu_b82887	400599
otu_b8289	283765
otu_b82892	227886
otu_b82920	2435303
otu_b82921	4334618
otu_b82923	4355436
otu_b82929	39385
otu_b82932	1577238
otu_b82937	170248
otu_b82938	265063
otu_b82955	53331
otu_b82982	187561
otu_b82984	325206
otu_b83031	191867
otu_b8308	5419
otu_b83082	233801
otu_b83123	232612
otu_b83144	416078
otu_b83148	376862
otu_b83185	1132781
otu_b83189	832848
otu_b83191	234912
otu_b83199	187153
otu_b83210	275563
otu_b8322	324708
otu_b83241	270446
otu_b8327	124830
otu_b83271	270391
otu_b83288	231563
otu_b8329	271012
otu_b83297	181166
otu_b83307	171966
otu_b83352	199318
otu_b83359	276052
otu_b83377	268962
otu_b83385	235017
otu_b83387	233651
otu_b83450	430194
otu_b83455	4464113
otu_b83483	842996
otu_b83485	270811
otu_b835	368097
otu_b8352	4405146
otu_b83574	234441
otu_b83582	229905
otu_b836	822419
otu_b83606	229808
otu_b8365	53290
otu_b83685	252345
otu_b83699	411486
otu_b83740	181166
otu_b8376	137107
otu_b83810	170555
otu_b8383	613071
otu_b83844	165241
otu_b83848	2435303
otu_b83859	120281
otu_b8386	258908
otu_b83864	268475
otu_b839	27216
otu_b83908	234011
otu_b8393	247804
otu_b8397	1062061
otu_b83988	113733
otu_b8399	545460
otu_b8400	3942100
otu_b8402	835045
otu_b84036	874627
otu_b84052	163243
otu_b84057	124424
otu_b8408	140880
otu_b84132	227663
otu_b8414	295145
otu_b84151	188052
otu_b8418	344080
otu_b8419	808436
otu_b84192	4355436
otu_b842	1106391
otu_b8422	2802748
otu_b84245	182906
otu_b84246	448985
otu_b84286	1111328
otu_b84318	3392847
otu_b8434	231169
otu_b84346	355089
otu_b8439	247630
otu_b844	365717
otu_b84407	192255
otu_b84437	218710
otu_b8444	247804
otu_b8446	259711
otu_b84483	569244
otu_b8450	174801
otu_b84504	233253
otu_b84552	195871
otu_b84562	45919
otu_b8457	234608
otu_b84574	4480176
otu_b84607	91506
otu_b8464	231752
otu_b84643	219733
otu_b8468	351388
otu_b8469	341173
otu_b84700	569669
otu_b8474	349490
otu_b84743	264229
otu_b84750	2963421
otu_b84781	187281
otu_b8485	307995
otu_b8488	156371
otu_b8493	4388340
otu_b84941	156886
otu_b850	4373456
otu_b85021	1135084
otu_b8505	289257
otu_b85062	4416434
otu_b8508	263057
otu_b85158	821570
otu_b8517	260553
otu_b85184	272192
otu_b8519	763063
otu_b8520	290963
otu_b85216	50190
otu_b85236	907253
otu_b85287	232273
otu_b85308	165241
otu_b8536	337093
otu_b8541	169897
otu_b8542	351293
otu_b85426	237138
otu_b85454	97294
otu_b85459	170248
otu_b8546	270611
otu_b855	4446058
otu_b8550	610455
otu_b85537	510492
otu_b85546	267452
otu_b8555	840291
otu_b8556	123001
otu_b85578	199321
otu_b85580	231911
otu_b8559	315589
otu_b85592	832848
otu_b85659	260397
otu_b8567	1029559
otu_b857	4816
otu_b85737	258508
otu_b8578	126283
otu_b85805	832558
otu_b8582	3392840
otu_b85828	195622
otu_b8583	4449456
otu_b8584	586485
otu_b8589	4425842
otu_b85897	589318
otu_b8592	365222
otu_b85928	231447
otu_b8606	118088
otu_b8610	351198
otu_b86111	187153
otu_b8613	140223
otu_b86135	231172
otu_b86140	401717
otu_b8626	524111
otu_b8628	359158
otu_b8632	4200918
otu_b86327	4405128
otu_b86341	168194
otu_b86343	183459
otu_b8639	817433
otu_b864	4466900
otu_b8640	433722
otu_b8642	816268
otu_b86425	268962
otu_b8643	4377062
otu_b8645	333279
otu_b8646	351152
otu_b86462	805334
otu_b86473	230741
otu_b86528	749696
otu_b8654	109978
otu_b8655	365220
otu_b8656	228238
otu_b8662	351128
otu_b8663	351126
otu_b8668	366068
otu_b868	367995
otu_b86810	195723
otu_b86821	366457
otu_b86836	1542688
otu_b8684	251970
otu_b86853	4477999
otu_b86944	151870
otu_b8697	326076
otu_b8699	154859
otu_b87	160609
otu_b87021	1114097
otu_b8703	165046
otu_b8705	3887769
otu_b871	4373642
otu_b87112	238607
otu_b87155	264014
otu_b87159	198641
otu_b8716	1121503
otu_b87191	258175
otu_b8727	290963
otu_b8732	291054
otu_b8739	83488
otu_b874	547608
otu_b8750	342165
otu_b87546	3750373
otu_b8755	87473
otu_b8758	553653
otu_b8769	4340361
otu_b87719	101620
otu_b8772	129642
otu_b8783	314095
otu_b87832	2841
otu_b87840	172640
otu_b879	148827
otu_b87938	188741
otu_b87943	123788
otu_b87952	517318
otu_b88	1126544
otu_b88007	181568
otu_b881	265496
otu_b8816	336338
otu_b8818	539827
otu_b8819	133533
otu_b8823	123001
otu_b88266	227788
otu_b884	355750
otu_b8842	308419
otu_b8845	132359
otu_b8847	306945
otu_b8850	350862
otu_b8851	174950
otu_b8852	104014
otu_b88539	148044
otu_b886	131028
otu_b8864	350845
otu_b8865	578701
otu_b8869	1040114
otu_b8873	326862
otu_b8876	191504
otu_b889	5158
otu_b88962	3604981
otu_b8898	584524
otu_b8899	567139
otu_b88990	12300
otu_b89	1109454
otu_b890	4455980
otu_b89000	224786
otu_b89008	4411192
otu_b8903	770499
otu_b89062	221349
otu_b89083	186891
otu_b8909	22491
otu_b8916	1104568
otu_b89236	107652
otu_b89240	224768
otu_b89259	344965
otu_b89277	227000
otu_b89281	105948
otu_b893	210647
otu_b8933	15700
otu_b89356	811458
otu_b89361	226885
otu_b8938	753891
otu_b89399	178911
otu_b89408	4327112
otu_b8942	3447863
otu_b89457	4289377
otu_b8949	317045
otu_b89492	226718
otu_b89504	132546
otu_b8952	204629
otu_b8954	322732
otu_b89548	4354769
otu_b89608	131660
otu_b8970	15993
otu_b89700	586655
otu_b89742	226369
otu_b89751	1904686
otu_b8976	167882
otu_b8977	336333
otu_b898	735356
otu_b89819	582754
otu_b8983	254226
otu_b89861	1144378
otu_b89873	920852
otu_b89877	183245
otu_b8988	232889
otu_b899	3132416
otu_b89944	831352
otu_b89973	338457
otu_b8998	350666
otu_b8999	806686
otu_b9	242327
otu_b900	9138
otu_b9001	4035617
otu_b9005	567033
otu_b90099	4250596
otu_b90133	569971
otu_b90138	4402900
otu_b90143	1142462
otu_b90167	851726
otu_b9018	282872
