Chafron_OTU	GreenGenes_13_5
otu_b2468	727009
otu_b24681	543857
otu_b24686	342089
otu_b2469	777519
otu_b2471	132619
otu_b2472	4433029
otu_b24729	239537
otu_b2473	4356832
otu_b24735	156221
otu_b2475	81358
otu_b2478	99309
otu_b24784	328105
otu_b2479	4370169
otu_b248	264768
otu_b2480	706728
otu_b24811	186153
otu_b24832	227607
otu_b24854	346289
otu_b24898	1125242
otu_b249	1109454
otu_b2491	184340
otu_b24914	1117593
otu_b24932	327887
otu_b24933	267223
otu_b2496	4272403
otu_b24965	515632
otu_b24970	433722
otu_b250	1108530
otu_b25002	4372735
otu_b25006	1603169
otu_b25012	364029
otu_b25015	327764
otu_b2502	1855954
otu_b25036	4403486
otu_b25060	273948
otu_b25069	305250
otu_b25075	327668
otu_b25090	3490230
otu_b25103	4408871
otu_b25138	2686369
otu_b25146	275288
otu_b25156	307643
otu_b25197	102424
otu_b25198	83070
otu_b252	369668
otu_b2521	1122502
otu_b25242	699206
otu_b25251	411486
otu_b2527	4443276
otu_b25272	356403
otu_b25296	267169
otu_b25301	172564
otu_b25352	2457426
otu_b2538	2442619
otu_b25392	327209
otu_b25411	1131645
otu_b25422	142958
otu_b25425	4331736
otu_b2545	142309
otu_b25458	389854
otu_b25489	191867
otu_b25498	327050
otu_b255	387095
otu_b25517	4447759
otu_b25528	163243
otu_b25530	161677
otu_b25536	302972
otu_b2555	256046
otu_b2556	517799
otu_b25588	96014
otu_b25592	4348253
otu_b25614	4469401
otu_b25645	702999
otu_b25648	274754
otu_b25651	192936
otu_b2568	40554
otu_b25682	211532
otu_b25692	104622
otu_b25696	1117255
otu_b257	654742
otu_b25701	1136762
otu_b25704	244234
otu_b25716	249375
otu_b25717	116756
otu_b2573	123077
otu_b25744	326675
otu_b25748	4377968
otu_b25758	1107652
otu_b25775	326626
otu_b25779	249776
otu_b2582	1071450
otu_b25840	843553
otu_b25845	346035
otu_b25861	295075
otu_b2591	25853
otu_b25933	166692
otu_b2594	1667530
otu_b2595	1141398
otu_b2596	1785912
otu_b25961	269163
otu_b2599	329249
otu_b25996	249375
otu_b26	365670
otu_b260	820277
otu_b26002	4322642
otu_b26003	326292
otu_b2601	715885
otu_b26013	228238
otu_b26015	244564
otu_b26016	4454153
otu_b26020	345227
otu_b26025	255170
otu_b2603	81358
otu_b26064	102017
otu_b2607	2170756
otu_b26091	326163
otu_b26104	326142
otu_b26108	326136
otu_b26130	661266
otu_b26138	1145751
otu_b26146	123001
otu_b26194	1110616
otu_b26198	326013
otu_b26206	883548
otu_b26220	4346675
otu_b26226	325977
otu_b26268	564411
otu_b2627	245194
otu_b2628	362621
otu_b263	2170756
otu_b26311	105699
otu_b26318	537655
otu_b26366	352485
otu_b2637	4396022
otu_b264	4323284
otu_b26450	225398
otu_b26469	60380
otu_b2647	245029
otu_b26474	162660
otu_b26480	325609
otu_b26487	313816
otu_b26499	2923307
otu_b26506	195783
otu_b2651	660708
otu_b26511	834138
otu_b26512	310510
otu_b2652	213088
otu_b26531	748483
otu_b26533	267373
otu_b26537	605399
otu_b26543	217623
otu_b26544	143746
otu_b26545	4465539
otu_b2656	4264281
otu_b266	240141
otu_b2660	251315
otu_b2661	4344207
otu_b26612	301270
otu_b2662	270659
otu_b26631	822419
otu_b2665	366068
otu_b26661	364720
otu_b26665	325334
otu_b26680	249375
otu_b26682	3396094
otu_b26695	4473655
otu_b26729	88067
otu_b26733	347218
otu_b2674	4402995
otu_b26741	4142052
otu_b26755	4348892
otu_b2678	1129883
otu_b26797	4365857
otu_b26809	172998
otu_b26830	165994
otu_b26831	4316930
otu_b26847	136162
otu_b26848	192058
otu_b26857	109263
otu_b26859	289841
otu_b26860	4432154
otu_b26872	233959
otu_b26876	3603504
otu_b2689	362450
otu_b26893	639712
otu_b269	329490
otu_b2690	21324
otu_b26900	9236
otu_b2694	323954
otu_b26958	104439
otu_b26989	324835
otu_b2699	509480
otu_b26997	206587
otu_b27002	324815
otu_b27026	644016
otu_b2703	3188693
otu_b27043	323305
otu_b27045	370183
otu_b27070	1881708
otu_b27075	4412058
otu_b271	239044
otu_b2710	86772
otu_b27103	4460870
otu_b2712	241789
otu_b27143	576755
otu_b27167	319497
otu_b27214	4478572
otu_b27218	324517
otu_b2723	2064265
otu_b27244	4364892
otu_b27246	362119
otu_b2725	51114
otu_b27266	324456
otu_b27269	155941
otu_b27288	81152
otu_b27296	808245
otu_b273	171996
otu_b2731	4444760
otu_b27345	249375
otu_b2736	190690
otu_b27366	4348417
otu_b274	4301944
otu_b2745	101868
otu_b27469	324141
otu_b27474	288941
otu_b27484	181805
otu_b27496	363507
otu_b27537	45610
otu_b2754	538185
otu_b27558	4374238
otu_b27566	831272
otu_b27569	254969
otu_b2761	809880
otu_b27668	276834
otu_b27669	573114
otu_b2767	809179
otu_b27674	354574
otu_b27675	323862
otu_b27683	230725
otu_b2769	50190
otu_b27719	13332
otu_b27732	4468850
otu_b27737	242293
otu_b27738	276834
otu_b27754	4816
otu_b27759	824783
otu_b2776	4442130
otu_b27773	275288
otu_b27796	1129841
otu_b27800	1585210
otu_b27812	833731
otu_b27813	242177
otu_b27833	238109
otu_b27834	276769
otu_b27854	38200
otu_b27855	79974
otu_b27870	93360
otu_b27878	4306373
otu_b27886	309501
otu_b2790	228556
otu_b27908	839545
otu_b27914	631818
otu_b27937	766113
otu_b2794	4383049
otu_b27947	323473
otu_b27974	411486
otu_b27977	4385507
otu_b27986	532139
otu_b27999	163153
otu_b28	370368
otu_b2802	2819725
otu_b28025	545460
otu_b28034	4156017
otu_b28048	255639
otu_b2805	945733
otu_b28088	27711
otu_b28093	619799
otu_b28096	230268
otu_b281	345335
otu_b2810	1139344
otu_b28115	588899
otu_b28128	793461
otu_b28138	230263
otu_b28162	542536
otu_b28238	188289
otu_b28246	304640
otu_b28252	181174
otu_b28274	323010
otu_b28281	736769
otu_b283	386899
otu_b28305	1112551
otu_b28320	4323284
otu_b28323	4226619
otu_b28333	322919
otu_b28358	277521
otu_b28389	606023
otu_b2839	4165717
otu_b2840	219226
otu_b28425	190679
otu_b2843	4407979
otu_b28434	322059
otu_b28435	227663
otu_b28439	293737
otu_b2846	322668
otu_b28471	716984
otu_b2848	7382
otu_b285	439804
otu_b28518	195508
otu_b28528	203195
otu_b28604	813542
otu_b28615	1110378
otu_b2863	541979
otu_b28651	4346168
otu_b28692	4475604
otu_b287	1139769
otu_b2871	821644
otu_b28722	322360
otu_b28731	149627
otu_b28757	844998
otu_b28772	322290
otu_b28799	107232
otu_b288	341094
otu_b28809	4328978
otu_b2883	558264
otu_b28836	230232
otu_b28841	151319
otu_b28843	4378014
otu_b28867	4349934
otu_b28881	631818
otu_b289	14554
otu_b28912	844103
otu_b2892	4324733
otu_b28965	4467491
otu_b28975	3390534
otu_b28990	74559
otu_b28993	821989
otu_b29031	321922
otu_b29071	536238
otu_b29074	580625
otu_b29078	269781
otu_b29142	321762
otu_b29149	1024529
otu_b29153	321748
otu_b29156	643321
otu_b29177	188099
otu_b2919	361764
otu_b2922	55354
otu_b29237	162005
otu_b29263	300911
otu_b29267	754778
otu_b29288	287805
otu_b29293	1134462
otu_b29332	565357
otu_b29345	536793
otu_b29347	4303799
otu_b29354	945455
otu_b2936	4816
otu_b29380	430194
otu_b29388	4409280
otu_b29438	2199910
otu_b29439	68657
otu_b29449	4384346
otu_b2945	233981
otu_b29457	279257
otu_b29460	150175
otu_b2947	193970
otu_b29488	524595
otu_b29506	4326000
otu_b29509	795096
otu_b29512	1107819
otu_b29571	321124
otu_b2959	845845
otu_b29610	4480176
otu_b29617	350165
otu_b29618	321058
otu_b2963	556017
otu_b29643	4341056
otu_b29657	353162
otu_b2966	109365
otu_b29668	71146
otu_b2967	807226
otu_b29691	66626
otu_b29692	533999
otu_b29727	246449
otu_b29732	290878
otu_b29735	513803
otu_b29743	27711
otu_b29752	4364564
otu_b29792	113650
otu_b298	547319
otu_b29806	320782
otu_b29823	365717
otu_b2983	4329957
otu_b29831	686636
otu_b29845	320725
otu_b29870	4336546
otu_b29885	379505
otu_b299	829038
otu_b29910	320629
otu_b29930	220436
otu_b29935	320593
otu_b29948	8523
otu_b29972	119942
otu_b29985	277727
otu_b29987	287826
otu_b29999	137635
otu_b30058	1138568
otu_b3006	4449236
otu_b30103	548614
otu_b30107	675804
otu_b30111	110220
otu_b3012	1639777
otu_b30151	358265
otu_b30155	140176
otu_b3016	1127641
otu_b30216	156700
otu_b30230	839545
otu_b3026	1174
otu_b30274	320088
otu_b30279	99658
otu_b3029	142110
otu_b30292	2611121
otu_b30298	223209
otu_b303	839152
otu_b3030	361428
otu_b3031	4430300
otu_b30326	99742
otu_b30327	320016
otu_b30340	319996
otu_b30345	3327947
otu_b30354	837058
otu_b30371	149909
otu_b30385	319921
otu_b30397	259754
otu_b30407	74559
otu_b3041	17991
otu_b30415	296072
otu_b30419	833575
otu_b30425	818950
otu_b30430	129755
otu_b3044	937813
otu_b3046	1130824
otu_b30516	265106
otu_b3053	1145751
otu_b3054	268618
otu_b30542	319681
otu_b30543	289257
otu_b3055	152859
otu_b30573	1040889
otu_b30582	2889378
otu_b30583	271012
otu_b306	369490
otu_b3065	4430300
otu_b30663	273232
otu_b30673	4294646
otu_b30756	133065
otu_b30778	301495
otu_b30785	169006
otu_b3079	306069
otu_b30806	109124
otu_b30818	4463100
otu_b30821	326076
otu_b30839	843442
otu_b30844	319237
otu_b3086	361234
otu_b3087	361233
otu_b30917	970359
otu_b30927	123001
otu_b30960	3622774
otu_b30983	137916
otu_b30985	312171
otu_b30997	4483850
otu_b31	276632
otu_b310	366545
otu_b31001	4377484
otu_b31002	522254
otu_b31010	1104568
otu_b3103	4258048
otu_b31044	291917
otu_b31099	4303551
otu_b31116	126056
otu_b31123	290585
otu_b31146	369843
otu_b31154	245124
otu_b31185	840027
otu_b31194	101954
otu_b31246	232889
otu_b31268	4312424
otu_b31279	240331
otu_b31290	318576
otu_b313	243599
otu_b3133	361100
otu_b31331	353181
otu_b31335	279007
otu_b31349	1507389
otu_b3135	822530
otu_b31364	558858
otu_b3140	4387434
otu_b31402	326605
otu_b31418	556694
otu_b31419	35260
otu_b31429	318370
otu_b31430	4377968
otu_b31437	126283
otu_b3144	4328978
otu_b31440	159126
otu_b31442	1106498
otu_b31475	659486
otu_b31484	772282
otu_b31487	178665
otu_b31491	317109
otu_b315	359629
otu_b31533	124653
otu_b31534	275759
otu_b31535	1121926
otu_b31543	359020
otu_b31570	547714
otu_b31583	163696
otu_b316	589597
otu_b31606	4304842
otu_b31619	181139
otu_b31644	4468095
otu_b3166	4400372
otu_b31666	525199
otu_b3167	3749794
otu_b31684	4396723
otu_b317	233023
otu_b31709	4326870
otu_b3171	339015
otu_b3174	586084
otu_b31756	114700
otu_b31801	186634
otu_b3185	325850
otu_b31868	2851419
otu_b31874	317719
otu_b31893	351430
otu_b31895	4326014
otu_b319	518775
otu_b3190	324748
otu_b31919	322059
otu_b3192	4340665
otu_b31929	1128417
otu_b31944	2383128
otu_b3195	922964
otu_b31960	786876
otu_b31968	4303551
otu_b31990	100497
otu_b32	276632
otu_b3204	387095
otu_b32056	4340498
otu_b3207	4044599
otu_b3214	4331183
otu_b32142	4403531
otu_b3216	879040
otu_b32185	904675
otu_b32216	317224
otu_b3224	342375
otu_b32243	1109395
otu_b3231	4381916
otu_b32324	152612
otu_b3233	144380
otu_b32337	317024
otu_b32345	152795
otu_b32377	234608
otu_b32381	279044
otu_b3239	2625114
otu_b324	836262
otu_b32451	4323516
otu_b32467	2064265
otu_b325	369436
otu_b32523	316747
otu_b32528	228043
otu_b32532	313733
otu_b32548	1126769
otu_b3259	194572
otu_b32603	260653
otu_b3261	555338
otu_b32614	358104
otu_b32617	249375
otu_b32627	189920
otu_b32651	112374
otu_b3266	360692
otu_b32666	4482599
otu_b32676	4383166
otu_b32689	4090254
otu_b32704	4321427
otu_b3272	4354540
otu_b32758	316381
otu_b3278	262857
otu_b32788	133065
otu_b3280	539915
otu_b32808	3162119
otu_b32846	153978
otu_b3286	99322
otu_b32907	4389141
otu_b32941	842996
otu_b32947	833575
otu_b32966	4471067
otu_b3297	578528
otu_b32973	85407
otu_b3300	530416
otu_b33008	316014
otu_b3301	4447334
otu_b33027	4419806
otu_b33028	536584
otu_b33036	569066
otu_b33038	315975
otu_b3305	533999
otu_b33053	285497
otu_b33069	823187
otu_b3308	676367
otu_b33085	229562
otu_b33098	103410
otu_b3310	25427
otu_b33131	250427
otu_b3314	4343659
otu_b33167	4432628
otu_b33174	520369
otu_b332	17261
otu_b3320	4294646
otu_b33223	190107
otu_b33248	148279
otu_b33254	7643
otu_b33267	270401
otu_b33272	4321464
otu_b33296	238845
otu_b33299	4374114
otu_b33383	4374302
otu_b33386	315429
otu_b334	369423
otu_b33402	2534143
otu_b33403	4356361
otu_b33432	360808
otu_b33440	301325
otu_b33445	301603
otu_b33451	523621
otu_b33464	1104566
otu_b33497	625475
otu_b3350	593803
otu_b3351	430191
otu_b33549	185988
otu_b33551	387615
otu_b3358	1129328
otu_b33586	789373
otu_b33587	109279
otu_b33596	367068
otu_b33598	832652
otu_b33609	589277
otu_b3361	208790
otu_b33616	1131645
otu_b33644	353181
otu_b33648	158045
otu_b33659	566151
otu_b33660	4396022
otu_b33708	1130437
otu_b33714	4451906
otu_b33755	4381878
otu_b33775	314857
otu_b33783	2052289
otu_b3380	361619
otu_b33841	280661
otu_b3385	1107517
otu_b33857	242559
otu_b33884	4313543
otu_b33886	2063400
otu_b33925	239695
otu_b33946	50779
otu_b33953	539570
otu_b33966	215855
otu_b33990	364109
otu_b33998	269056
otu_b34005	106316
otu_b3405	2907653
otu_b34055	197708
otu_b34080	1143820
otu_b34086	2064265
otu_b34095	297949
otu_b34097	180615
otu_b34111	4390755
otu_b34129	4452756
otu_b3415	360253
otu_b34151	314304
otu_b34168	314277
otu_b3420	357011
otu_b3422	1122364
otu_b3427	222043
otu_b34301	364720
otu_b34395	4431592
otu_b34396	14035
otu_b34419	4479317
otu_b3442	272974
otu_b34464	539789
otu_b34470	137881
otu_b34472	313833
otu_b34539	741615
otu_b3457	832846
otu_b3458	1126194
otu_b34609	332244
otu_b34610	353728
otu_b34630	124830
otu_b3464	4375074
otu_b34645	1115920
otu_b34656	198468
otu_b34682	309134
otu_b34697	311591
otu_b34725	108986
otu_b34751	218967
otu_b34755	1071450
otu_b3476	360049
otu_b3481	250655
otu_b34852	4320783
otu_b34857	3875675
otu_b34868	197972
otu_b349	437105
otu_b3490	92333
otu_b3492	151747
otu_b34924	3631785
otu_b3493	4466900
otu_b34930	313143
otu_b34938	100850
otu_b34943	1900
otu_b34965	2814193
otu_b34971	509480
otu_b35038	312981
otu_b3508	4346675
otu_b35086	993270
otu_b35094	324301
otu_b35099	300646
otu_b35116	4342023
otu_b35129	170775
otu_b35147	312821
otu_b35149	70830
otu_b35160	1131002
otu_b3517	2474239
otu_b35225	3365024
otu_b35231	4400789
otu_b35237	212698
otu_b35248	248170
otu_b3526	220524
otu_b35265	4346675
otu_b35278	105501
otu_b35291	3879458
otu_b35292	752584
otu_b353	1117992
otu_b3532	152004
otu_b3533	929901
otu_b3536	2160415
otu_b3540	358766
otu_b35411	272942
otu_b3542	152004
otu_b35425	177975
otu_b35429	312373
otu_b35439	278680
otu_b3546	352324
otu_b35467	773251
otu_b35490	1131140
otu_b35524	766563
otu_b35526	837640
otu_b35599	998905
otu_b356	356045
otu_b35615	73591
otu_b3562	829373
otu_b35623	123001
otu_b35625	70057
otu_b35639	365484
otu_b3564	2994818
otu_b35651	365717
otu_b35676	268151
otu_b35693	1915223
otu_b35696	2092399
otu_b357	114929
otu_b35710	311961
otu_b3573	3902438
otu_b35733	85863
otu_b3575	4319473
otu_b35773	831314
otu_b35795	190220
otu_b35810	311802
otu_b35840	311763
otu_b35845	4308591
otu_b3587	579691
otu_b35898	311673
otu_b35938	311610
otu_b3595	58315
otu_b35977	1104691
otu_b36008	567349
otu_b3602	91147
otu_b36031	311471
otu_b3604	337853
otu_b36047	303206
otu_b36048	661266
otu_b36051	190220
otu_b36059	4414818
otu_b36076	168614
otu_b36097	181641
otu_b3610	650615
otu_b36105	4416105
otu_b36106	586791
otu_b36157	239190
otu_b3618	842284
otu_b36202	661266
otu_b3623	820346
otu_b36245	1121103
otu_b36282	347200
otu_b36288	108804
otu_b36325	311009
otu_b36356	268134
otu_b36378	129342
otu_b3639	1818
otu_b36417	356403
otu_b36432	1142684
otu_b36447	207174
otu_b36468	646129
otu_b36471	189849
otu_b36479	4472825
otu_b3648	341075
otu_b36484	2876801
otu_b36497	247986
otu_b365	141607
otu_b36503	310748
otu_b36524	180465
otu_b36535	83705
otu_b3654	4393662
otu_b3655	89699
otu_b36563	100100
otu_b36580	310636
otu_b36616	759855
otu_b36627	616682
otu_b36641	255072
otu_b36649	73591
otu_b36661	1117069
otu_b36731	396697
otu_b36740	238109
otu_b36747	199543
otu_b3676	171480
otu_b36801	131660
otu_b36844	310245
otu_b36856	154439
otu_b36869	310212
otu_b36877	238697
otu_b36893	263662
otu_b36921	2066056
otu_b36941	1139240
otu_b3699	4335628
otu_b37	344057
otu_b37019	176735
otu_b37028	4325657
otu_b37038	185203
otu_b37078	524111
otu_b37081	309877
otu_b37092	1024529
otu_b37107	4415616
otu_b37127	164916
otu_b37145	295145
otu_b37168	107552
otu_b372	261156
otu_b37222	290878
otu_b37234	144732
otu_b37251	146148
otu_b37261	195798
otu_b37273	4316205
otu_b373	50647
otu_b3730	755560
otu_b37319	680449
otu_b37320	631818
otu_b37329	4406968
otu_b37359	833575
otu_b3736	332954
otu_b37371	309441
otu_b3738	807226
otu_b37395	329096
otu_b37406	234269
otu_b3741	4391009
otu_b37418	251967
otu_b3745	364780
otu_b37459	847670
otu_b3749	4371645
otu_b375	222831
otu_b3751	4407979
otu_b37530	1137803
otu_b3755	4475363
otu_b37554	304825
otu_b37585	4477062
otu_b3759	3011885
otu_b37596	139410
otu_b3768	722895
otu_b37681	155465
otu_b37703	308956
otu_b37713	301884
otu_b3774	1129461
otu_b37747	267373
otu_b3780	359089
otu_b37809	342638
otu_b37832	320613
otu_b37841	364029
otu_b37871	4365041
otu_b3788	929699
otu_b37932	589014
otu_b37971	844303
otu_b37997	1107637
otu_b38011	291215
otu_b38015	308510
otu_b38053	301226
otu_b3808	4391161
otu_b38093	287805
otu_b3811	1125608
otu_b38185	849306
otu_b38191	188410
otu_b38209	308202
otu_b38210	308201
otu_b3822	4111963
otu_b38249	212698
otu_b38258	326605
otu_b38329	212698
otu_b3834	283765
otu_b38346	4310223
otu_b38350	230421
otu_b38359	137420
otu_b38413	6268
otu_b3845	162570
otu_b38481	843764
otu_b3849	272708
otu_b38494	307761
otu_b385	1104454
otu_b3851	4353251
otu_b38526	101085
otu_b38548	181568
otu_b3855	3889756
otu_b38566	295033
otu_b38588	194529
otu_b386	567864
otu_b38613	307593
otu_b38633	509723
otu_b38640	533469
otu_b38643	107308
otu_b38668	307504
otu_b38681	208434
otu_b38684	212341
otu_b3873	571589
otu_b3877	358785
otu_b38818	2374554
otu_b38834	1140833
otu_b3884	1980966
otu_b38867	178657
otu_b38869	156652
otu_b3888	248016
otu_b38896	171532
otu_b38905	307154
otu_b38915	307138
otu_b38916	568211
otu_b3894	305529
otu_b38940	773541
otu_b3897	1139779
otu_b3900	1040889
otu_b39035	1117992
otu_b3904	3307468
otu_b39047	4304927
otu_b39061	588655
otu_b39092	4369319
otu_b39109	179201
otu_b3911	690103
otu_b39133	510204
otu_b39180	306728
otu_b39186	303693
otu_b39230	798250
otu_b39235	186723
otu_b39261	3097224
otu_b39296	414089
otu_b39317	4377062
otu_b3932	358590
otu_b39324	306515
otu_b39333	293547
otu_b39372	236297
otu_b39387	306423
otu_b39413	301548
otu_b39423	163345
otu_b3947	540592
otu_b39472	513760
otu_b3948	4226929
otu_b39482	300870
otu_b39486	129759
otu_b39487	306266
otu_b39506	168456
otu_b3953	469663
otu_b39549	2340297
otu_b3955	1041394
otu_b39579	13811
otu_b39637	308970
otu_b39659	80091
otu_b39674	838192
otu_b39680	71872
otu_b39690	4449608
otu_b397	2896107
otu_b39700	79573
otu_b39723	196724
otu_b39735	311673
otu_b39787	184517
otu_b39804	562973
otu_b39808	358757
otu_b39845	4359834
otu_b39855	676066
otu_b39862	590476
otu_b399	299980
otu_b39905	334186
otu_b39910	4446943
otu_b39941	232975
otu_b3997	1113220
otu_b39986	4306288
otu_b40	4384058
otu_b40039	827497
otu_b40047	305172
otu_b40053	4449525
otu_b40057	4417475
otu_b40067	4483428
otu_b40070	624858
otu_b40073	4386631
otu_b40084	222376
otu_b40089	102017
otu_b40095	850905
otu_b40144	34399
otu_b4017	166085
otu_b40199	305187
otu_b4020	510777
otu_b4023	357624
otu_b40248	226659
otu_b4027	7821
otu_b40276	198494
otu_b40288	551647
otu_b403	137026
otu_b40332	174170
otu_b40398	192041
otu_b40422	4282096
otu_b40423	141050
otu_b40425	4360171
otu_b40436	2064265
otu_b405	2064265
otu_b40530	167882
otu_b40531	3563235
otu_b40534	140229
otu_b40613	4316193
otu_b40616	304568
otu_b40626	917635
otu_b40630	86562
otu_b40655	134163
otu_b40663	245029
otu_b40691	99964
otu_b40694	4461879
otu_b407	248172
otu_b40708	185148
otu_b40713	452823
otu_b40769	294794
otu_b40833	272188
otu_b4084	4297271
otu_b40849	170405
otu_b40851	904675
otu_b4086	358115
otu_b40881	345899
otu_b4094	246850
otu_b40953	260788
otu_b40972	4375014
otu_b40974	606471
otu_b41	370190
otu_b410	160714
otu_b4103	258587
otu_b41085	387778
otu_b41141	4342682
otu_b41170	96014
otu_b41173	342612
otu_b4118	326116
otu_b4126	358001
otu_b41272	1078881
otu_b41292	303504
otu_b41293	289257
otu_b413	26639
otu_b4130	4360767
otu_b4132	4471067
otu_b4134	250288
otu_b4136	370190
otu_b41367	287510
otu_b41371	290370
otu_b41383	348622
otu_b41386	4331183
otu_b41393	182758
otu_b41399	4329575
otu_b41400	941087
otu_b4141	644946
otu_b41411	289047
otu_b41422	299516
otu_b41432	530865
otu_b41441	1024529
otu_b41448	1105016
otu_b41454	3338600
otu_b41486	303274
otu_b415	3882802
otu_b41506	302309
otu_b41516	287805
otu_b41530	791348
otu_b41542	299851
otu_b41553	295128
otu_b41562	287413
otu_b41609	569244
otu_b41632	313143
otu_b41633	302697
otu_b41655	2320623
otu_b41659	297982
otu_b41677	4330852
otu_b4168	4442130
otu_b41683	295128
otu_b41687	1117593
otu_b41698	644946
otu_b417	358489
otu_b4170	766044
otu_b41728	168716
otu_b41730	305187
otu_b41734	293112
otu_b41737	302988
otu_b41767	524884
otu_b4177	1507389
otu_b41776	821401
otu_b4179	828284
otu_b41797	297500
otu_b418	4342682
otu_b41868	302835
otu_b41874	303137
otu_b4188	2772151
otu_b41880	525633
otu_b41898	251456
otu_b419	141861
otu_b41907	334705
otu_b41909	183620
otu_b4191	668399
otu_b4193	4446538
otu_b41961	287413
otu_b41967	173773
otu_b4197	1127281
otu_b42002	302683
otu_b42005	302309
otu_b4201	560178
otu_b42027	710432
otu_b42029	339890
otu_b4203	626449
otu_b42033	2490211
otu_b42057	4364564
otu_b42068	1597159
otu_b42081	287388
otu_b42087	4464969
otu_b42090	301113
otu_b42105	190220
otu_b42130	294315
otu_b42139	2875735
otu_b42174	302491
otu_b42198	294014
otu_b422	4431901
otu_b4222	357743
otu_b42251	291643
otu_b42266	289184
otu_b42272	302388
otu_b42275	3532907
otu_b42285	530865
otu_b423	4365794
otu_b4230	249375
otu_b42347	338551
otu_b42372	322962
otu_b4239	816001
otu_b42395	76547
otu_b42402	4465284
otu_b42410	190220
otu_b42439	423830
otu_b4245	628400
otu_b42479	530865
otu_b42485	174587
otu_b4254	152125
otu_b42541	299382
otu_b42546	297635
otu_b4255	811257
otu_b4256	4442130
otu_b42564	1134737
otu_b4257	212698
otu_b42573	103132
otu_b42599	351522
otu_b42646	287388
otu_b42663	288889
otu_b42668	301932
otu_b42684	292205
otu_b42694	1102370
otu_b427	4362268
otu_b42700	291937
otu_b42701	291158
otu_b42702	297629
otu_b42704	376862
otu_b42706	3308041
otu_b4272	170244
otu_b42731	258636
otu_b42746	174043
otu_b42781	556126
otu_b42855	251172
otu_b42886	74052
otu_b42898	299187
otu_b42904	301493
otu_b4291	8619
otu_b42918	4412542
otu_b42957	153559
otu_b42968	301588
otu_b42976	290900
otu_b42980	301574
otu_b42982	4480861
otu_b43	4328866
otu_b4301	920852
otu_b43050	301493
otu_b43053	3035308
otu_b43152	291643
otu_b43159	301363
otu_b4317	4465540
otu_b43174	300620
otu_b43195	290144
otu_b43218	301293
otu_b43226	296033
otu_b43230	299382
otu_b43300	2992128
otu_b4331	823916
otu_b43315	190851
otu_b43321	134174
otu_b43323	580222
otu_b4338	31319
otu_b43381	230132
otu_b43385	1129680
otu_b43406	1093382
otu_b4342	831328
otu_b43420	319497
otu_b43426	268353
otu_b43457	301032
otu_b43483	301002
otu_b43502	297287
otu_b43506	189866
otu_b43512	300611
otu_b43517	815913
otu_b4355	4373459
otu_b43559	297555
otu_b4357	386899
otu_b43575	565357
otu_b43600	854151
otu_b43664	252339
otu_b43675	297114
otu_b43699	523731
otu_b4370	1091625
otu_b43707	195402
otu_b43711	351216
otu_b4373	310746
otu_b43739	288839
otu_b43741	297635
otu_b43769	290635
otu_b438	4369416
otu_b43803	1117593
otu_b43827	299851
otu_b43883	148279
otu_b43888	522138
otu_b43898	289257
otu_b43912	592616
otu_b43955	300611
otu_b43970	197225
otu_b43994	2785329
otu_b44	821460
otu_b44014	189222
otu_b44018	300399
otu_b4402	323954
otu_b4403	870047
otu_b44031	287805
otu_b44071	4311517
otu_b44117	530865
otu_b44129	368264
otu_b4413	537655
otu_b44153	287909
otu_b44169	28218
otu_b44178	4330423
otu_b44227	145809
otu_b44234	300152
otu_b44238	294202
otu_b44277	849535
otu_b44357	195865
otu_b4436	968363
otu_b44383	357582
otu_b444	221771
otu_b44408	3907
otu_b4441	544851
otu_b4445	357071
otu_b44466	299873
otu_b44514	196854
otu_b44521	299807
otu_b44604	4412542
otu_b44677	851322
otu_b4471	248254
otu_b44729	148827
otu_b44731	297897
otu_b44748	345335
otu_b44779	299505
otu_b448	358590
otu_b4484	249375
otu_b4485	109535
otu_b44858	290957
otu_b44863	299407
otu_b449	564411
otu_b4490	4430300
otu_b4493	89599
otu_b44937	674696
otu_b44988	2445338
otu_b45	2072645
otu_b45012	228061
otu_b451	4369372
otu_b4510	4358919
otu_b4518	213177
otu_b45210	190938
otu_b45249	561640
otu_b4525	94261
otu_b45251	1117593
otu_b45287	4390342
otu_b4529	241843
otu_b453	470724
otu_b4530	4348329
otu_b4533	358461
otu_b45353	535603
otu_b4537	845577
otu_b4542	3453734
otu_b45431	115871
otu_b4544	2772151
otu_b45449	289841
otu_b45470	566064
otu_b45490	334705
otu_b45497	287508
otu_b45534	365510
otu_b4559	207174
otu_b456	280661
otu_b4560	2686191
otu_b4562	4200918
otu_b45627	2445338
otu_b4563	2200896
otu_b4564	227854
otu_b45645	298486
otu_b4565	342165
otu_b4566	330979
otu_b45664	1017733
otu_b4568	342876
otu_b45689	4070491
otu_b45714	190851
otu_b4572	66626
otu_b4573	2816368
otu_b4574	370067
otu_b4576	321135
otu_b45765	298346
otu_b4577	3058166
otu_b4578	329402
otu_b45789	589489
otu_b4579	323325
otu_b4581	4396481
otu_b4582	123001
otu_b4583	335411
otu_b45847	131516
otu_b45849	190220
otu_b45857	321939
otu_b4586	3576174
otu_b4587	343422
otu_b45872	841419
otu_b4588	119251
otu_b4589	227663
otu_b4590	112075
otu_b45919	111891
otu_b4592	534316
otu_b45923	298163
otu_b4593	60650
otu_b4594	3903651
otu_b4597	289257
